Rv_ID	gene_name	Description	Expt	log2FC	q-val	q_val_D	UK_score_4
Rv2206	-	Probable conserved transmembrane protein	xu_van_16_vs_xu_van_0	-0.59	1	1	4
Rv2207	cobT	Probable nicotinate-nucleotide-dimethylbenzimidazol phosphoribosyltransferase CobT	xu_van_16_vs_xu_van_0	-3.46	0.4433	1	0
Rv2208	cobS	Probable cobalamin 5'-phosphate synthase CobS	xu_van_16_vs_xu_van_0	-0.38	1	1	0
Rv2209	-	Probable conserved integral membrane protein	xu_van_16_vs_xu_van_0	-0.08	1	1	3
Rv2210c	ilvE	Branched-chain amino acid transaminase IlvE	xu_van_16_vs_xu_van_0	0	1	1	0
Rv2211c	gcvT	Probable aminomethyltransferase GcvT (glycine cleavage system T protein)	xu_van_16_vs_xu_van_0	-0.33	1	1	0
Rv2212	-	Adenylyl cyclase (ATP pyrophosphate-lyase) (adenylate cyclase)	xu_van_16_vs_xu_van_0	-0.06	1	1	2
Rv2213	pepB	Probable aminopeptidase PepB	xu_van_16_vs_xu_van_0	-0.57	1	1	0
Rv2214c	ephD	Possible short-chain dehydrogenase EphD	xu_van_16_vs_xu_van_0	-0.75	1	1	1
Rv2215	dlaT	DlaT, dihydrolipoamide acyltransferase, E2 component of pyruvate dehydrogenase	xu_van_16_vs_xu_van_0	-0.27	1	1	0
Rv2216	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.3	1	1	4
Rv2217	lipB	Probable lipoate biosynthesis protein B LipB	xu_van_16_vs_xu_van_0	0.11	1	1	0
Rv2218	lipA	Probable lipoate biosynthesis protein A LipA	xu_van_16_vs_xu_van_0	-0.34	1	1	0
Rv2219	-	Probable conserved transmembrane protein	xu_van_16_vs_xu_van_0	-0.46	1	1	4
Rv2219A	-	Probable conserved membrane protein	xu_van_16_vs_xu_van_0	-0.04	1	1	3
Rv2220	glnA1	Glutamine synthetase GlnA1 (glutamine synthase) (GS-I)	xu_van_16_vs_xu_van_0	0	1	1	0
Rv2221c	glnE	Glutamate-ammonia-ligase adenylyltransferase GlnE (glutamine-synthetase adenylyltransferase)	xu_van_16_vs_xu_van_0	-2.9	0.00621	3	0
Rv2222c	glnA2	Probable glutamine synthetase GlnA2 (glutamine synthase) (GS-II)	xu_van_16_vs_xu_van_0	0.43	1	1	0
Rv2223c	-	Probable exported protease	xu_van_16_vs_xu_van_0	-0.34	1	1	3
Rv2224c	caeA	Probable carboxylesterase CaeA	xu_van_16_vs_xu_van_0	-6.24	0	3	2
Rv2225	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase PanB	xu_van_16_vs_xu_van_0	0	1	1	0
Rv2226	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.11	1	1	4
Rv2227	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.02	1	1	4
Rv2228c	-	Multifunctional protein Has RNASE H,alpha-ribazole phosphatase, and acid phosphatase activities	xu_van_16_vs_xu_van_0	-0.98	1	1	3
Rv2229c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.12	1	1	4
Rv2230c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.13	1	1	4
Rv2231Ac	-		xu_van_16_vs_xu_van_0	-0.01	1	1	
Rv2231B	vapB16	Possible antitoxin VapB16	xu_van_16_vs_xu_van_0	-0.14	1	1	
Rv2231c	cobC	Possible aminotransferase CobC	xu_van_16_vs_xu_van_0	-0.28	1	1	0
Rv2232	ptkA	Protein tyrosine kinase transcriptional regulatory protein PtkA	xu_van_16_vs_xu_van_0	-0.11	1	1	2
Rv2234	ptpA	Phosphotyrosine protein phosphatase PtpA (protein-tyrosine-phosphatase) (PTPase) (LMW phosphatase)	xu_van_16_vs_xu_van_0	0.02	1	1	0
Rv2235	-	Probable conserved transmembrane protein	xu_van_16_vs_xu_van_0	0	1	1	4
Rv2236c	cobD	Probable cobalamin biosynthesis transmembrane protein CobD	xu_van_16_vs_xu_van_0	-0.19	1	1	0
Rv2237	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.05	1	1	4
Rv2237A	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.15	1	1	
Rv2238c	ahpE	Probable peroxiredoxin AhpE	xu_van_16_vs_xu_van_0	-0.08	1	1	0
Rv2239c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.82	1	1	4
Rv2240c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.16	1	1	4
Rv2241	aceE	Pyruvate dehydrogenase E1 component AceE (pyruvate decarboxylase) (pyruvate dehydrogenase) (pyruvic dehydrogenase)	xu_van_16_vs_xu_van_0	-0.93	0.01137	2	0
Rv2242	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.59	1	1	3
Rv2243	fabD	Malonyl CoA-acyl carrier protein transacylase FabD (malonyl CoA:ACPM acyltransferase) (MCT)	xu_van_16_vs_xu_van_0	-1.83	1	1	0
Rv2244	acpM	Meromycolate extension acyl carrier protein AcpM	xu_van_16_vs_xu_van_0	0	1	1	0
Rv2245	kasA	3-oxoacyl-[acyl-carrier protein] synthase 1 KasA (beta-ketoacyl-ACP synthase) (KAS I)	xu_van_16_vs_xu_van_0	0	1	1	0
Rv2246	kasB	3-oxoacyl-[acyl-carrier protein] synthase 2 KasB (beta-ketoacyl-ACP synthase) (KAS I)	xu_van_16_vs_xu_van_0	-3.09	0.32288	1	0
Rv2247	accD6	Acetyl/propionyl-CoA carboxylase (beta subunit) AccD6	xu_van_16_vs_xu_van_0	0	1	1	0
Rv2248	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.05	1	1	4
Rv2249c	glpD1	Probable glycerol-3-phosphate dehydrogenase GlpD1	xu_van_16_vs_xu_van_0	0.25	1	1	0
Rv2250c	-	Possible transcriptional regulatory protein	xu_van_16_vs_xu_van_0	-0.44	1	1	1
Rv2251	-	Possible flavoprotein	xu_van_16_vs_xu_van_0	-0.15	1	1	2
Rv2252	-	Diacylglycerol kinase	xu_van_16_vs_xu_van_0	-0.06	1	1	4
Rv2253	-	Possible secreted unknown protein	xu_van_16_vs_xu_van_0	0.01	1	1	4
Rv2254c	-	Probable integral membrane protein	xu_van_16_vs_xu_van_0	0.13	1	1	4
Rv2255A	-		xu_van_16_vs_xu_van_0	0.01	1	1	
Rv2255c	-	Hypothetical protein	xu_van_16_vs_xu_van_0	0.22	1	1	4
Rv2256c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.77	1	1	4
Rv2257c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.87	1	1	3
Rv2258c	-	Possible transcriptional regulatory protein	xu_van_16_vs_xu_van_0	-0.04	1	1	2
Rv2259	mscR	S-nitrosomycothiol reductase MscR	xu_van_16_vs_xu_van_0	0.22	1	1	0
Rv2260	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.02	1	1	4
Rv2261c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.05	1	1	2
Rv2262c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.04	1	1	2
Rv2263	-	Possible oxidoreductase	xu_van_16_vs_xu_van_0	-0.03	1	1	2
Rv2264c	-	Conserved hypothetical proline rich protein	xu_van_16_vs_xu_van_0	-0.03	1	1	3
Rv2265	-	Possible conserved integral membrane protein	xu_van_16_vs_xu_van_0	-0.02	1	1	3
Rv2266	cyp124	Probable cytochrome P450 124 Cyp124	xu_van_16_vs_xu_van_0	0.07	1	1	0
Rv2267c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0	1	1	4
Rv2268c	cyp128	Probable cytochrome P450 128 Cyp128	xu_van_16_vs_xu_van_0	0.2	1	1	0
Rv2269c	-	Hypothetical protein	xu_van_16_vs_xu_van_0	0.07	1	1	4
Rv2270	lppN	Probable lipoprotein LppN	xu_van_16_vs_xu_van_0	0.05	1	1	2
Rv2271	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.09	1	1	4
Rv2272	-	Probable conserved transmembrane protein	xu_van_16_vs_xu_van_0	-0.01	1	1	4
Rv2273	-	Probable conserved transmembrane protein	xu_van_16_vs_xu_van_0	0.06	1	1	4
Rv2274A	mazE8	Possible antitoxin MazE8	xu_van_16_vs_xu_van_0	0.05	1	1	
Rv2274c	mazF8	Possible toxin MazF8	xu_van_16_vs_xu_van_0	-0.01	1	1	3
Rv2275	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.08	1	1	4
Rv2276	cyp121	Cytochrome P450 121 Cyp121	xu_van_16_vs_xu_van_0	0.04	1	1	0
Rv2277c	-	Possible glycerolphosphodiesterase	xu_van_16_vs_xu_van_0	0.28	1	1	2
Rv2278	-	Putative transposase for insertion sequence element IS6110 (fragment)	xu_van_16_vs_xu_van_0	0.1	1	1	1
Rv2279	-	Probable transposase	xu_van_16_vs_xu_van_0	0.05	1	1	1
Rv2280	-	Probable dehydrogenase	xu_van_16_vs_xu_van_0	-0.08	1	1	1
Rv2281	pitB	Putative phosphate-transport permease PitB	xu_van_16_vs_xu_van_0	0.1	1	1	0
Rv2282c	-	Probable transcription regulator (LysR family)	xu_van_16_vs_xu_van_0	0.06	1	1	2
Rv2283	-	Hypothetical protein	xu_van_16_vs_xu_van_0	-0.38	1	1	4
Rv2284	lipM	Probable esterase LipM	xu_van_16_vs_xu_van_0	-0.19	1	1	0
Rv2285	-	Possible triacylglycerol synthase (diacylglycerol acyltransferase)	xu_van_16_vs_xu_van_0	0.08	1	1	3
Rv2286c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.16	1	1	3
Rv2287	yjcE	Probable conserved integral membrane transport protein YjcE	xu_van_16_vs_xu_van_0	-0.05	1	1	0
Rv2288	-	Hypothetical protein	xu_van_16_vs_xu_van_0	-0.22	1	1	4
Rv2289	cdh	Probable CDP-diacylglycerol pyrophosphatase Cdh (CDP-diacylglycerol diphosphatase) (CDP-diacylglycerol phosphatidylhydrolase)	xu_van_16_vs_xu_van_0	-0.08	1	1	0
Rv2290	lppO	Probable conserved lipoprotein LppO	xu_van_16_vs_xu_van_0	0.02	1	1	2
Rv2291	sseB	Probable thiosulfate sulfurtransferase SseB	xu_van_16_vs_xu_van_0	-0.07	1	1	1
Rv2292c	-	Hypothetical protein	xu_van_16_vs_xu_van_0	-0.07	1	1	3
Rv2293c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.25	1	1	3
Rv2294	-	Probable aminotransferase	xu_van_16_vs_xu_van_0	-0.02	1	1	2
Rv2295	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.05	1	1	4
Rv2296	-	Probable haloalkane dehalogenase	xu_van_16_vs_xu_van_0	-0.03	1	1	2
Rv2297	-	hypothetical protein	xu_van_16_vs_xu_van_0	0	1	1	4
Rv2298	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.09	1	1	3
Rv2299c	htpG	Probable chaperone protein HtpG (heat shock protein) (HSP90 family protein) (high temperature protein G)	xu_van_16_vs_xu_van_0	0.1	1	1	0
Rv2300c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.02	1	1	4
Rv2301	cut2	Probable cutinase Cut2	xu_van_16_vs_xu_van_0	0.34	1	1	1
Rv2302	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.05	1	1	4
Rv2303c	-	Probable antibiotic-resistance protein	xu_van_16_vs_xu_van_0	0.02	1	1	2
Rv2304c	-	Hypothetical protein	xu_van_16_vs_xu_van_0	1.24	1	1	4
Rv2305	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.05	1	1	4
Rv2306A	-	Possible conserved membrane protein	xu_van_16_vs_xu_van_0	-0.02	1	1	3
Rv2306B	-	Possible conserved membrane protein	xu_van_16_vs_xu_van_0	0.15	1	1	3
Rv2307A	-	Hypothetical glycine rich protein	xu_van_16_vs_xu_van_0	0.19	1	1	3
Rv2307B	-	Hypothetical glycine rich protein	xu_van_16_vs_xu_van_0	0.2	1	1	3
Rv2307D	-	Hypothetical protein	xu_van_16_vs_xu_van_0	0.09	1	1	3
Rv2307c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.19	1	1	4
Rv2308	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.05	1	1	3
Rv2309A	-	Hypothetical protein	xu_van_16_vs_xu_van_0	-0.01	1	1	3
Rv2309Xc	-		xu_van_16_vs_xu_van_0	-0.25	1	1	
Rv2309c	-	Possible integrase (fragment)	xu_van_16_vs_xu_van_0	0.03	1	1	1
Rv2310	-	Possible excisionase	xu_van_16_vs_xu_van_0	0.17	1	1	1
Rv2311	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.06	1	1	3
Rv2312	-	Hypothetical protein	xu_van_16_vs_xu_van_0	0.17	1	1	4
Rv2313c	-	Hypothetical protein	xu_van_16_vs_xu_van_0	-0.03	1	1	4
Rv2314c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.03	1	1	4
Rv2315c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.11	1	1	4
Rv2316	uspA	Probable sugar-transport integral membrane protein ABC transporter UspA	xu_van_16_vs_xu_van_0	0.26	1	1	0
Rv2317	uspB	Probable sugar-transport integral membrane protein ABC transporter UspB	xu_van_16_vs_xu_van_0	0.37	1	1	0
Rv2318	uspC	Probable periplasmic sugar-binding lipoprotein UspC	xu_van_16_vs_xu_van_0	0.41	1	1	0
Rv2319c	-	Universal stress protein family protein	xu_van_16_vs_xu_van_0	0.15	1	1	3
Rv2320c	rocE	Probable cationic amino acid transport integral membrane protein RocE	xu_van_16_vs_xu_van_0	0.1	1	1	0
Rv2321c	rocD2	Probable ornithine aminotransferase (C-terminus part) RocD2 (ornithine--oxo-acid aminotransferase)	xu_van_16_vs_xu_van_0	0.17	1	1	0
Rv2322c	rocD1	Probable ornithine aminotransferase (N-terminus part) RocD1 (ornithine--oxo-acid aminotransferase)	xu_van_16_vs_xu_van_0	-0.33	1	1	0
Rv2323c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.09	1	1	3
Rv2324	-	Probable transcriptional regulatory protein (probably AsnC-family)	xu_van_16_vs_xu_van_0	0.02	1	1	1
Rv2325c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.31	1	1	3
Rv2326c	-	Possible transmembrane ATP-binding protein ABC transporter	xu_van_16_vs_xu_van_0	-0.15	1	1	1
Rv2327	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.02	1	1	3
Rv2328	PE23	PE family protein PE23	xu_van_16_vs_xu_van_0	0.1	1	1	2
Rv2329c	narK1	Probable nitrite extrusion protein 1 NarK1 (nitrite facilitator 1)	xu_van_16_vs_xu_van_0	0.01	1	1	0
Rv2330c	lppP	Probable lipoprotein LppP	xu_van_16_vs_xu_van_0	0.08	1	1	2
Rv2331	-	Hypothetical protein	xu_van_16_vs_xu_van_0	0.01	1	1	3
Rv2331A	-	Hypothetical protein	xu_van_16_vs_xu_van_0	0.16	1	1	2
Rv2332	mez	Probable [NAD] dependent malate oxidoreductase Mez (malic enzyme) (NAD-malic enzyme) (malate dehydrogenase (oxaloacetate decarboxylating)) (pyruvic-malic carboxylase) (NAD-me)	xu_van_16_vs_xu_van_0	0.1	1	1	0
Rv2333c	stp	Integral membrane drug efflux protein Stp	xu_van_16_vs_xu_van_0	0.15	1	1	1
Rv2334	cysK1	Cysteine synthase a CysK1 (O-acetylserine sulfhydrylase A) (O-acetylserine (thiol)-lyase A) (CSASE A)	xu_van_16_vs_xu_van_0	1.21	1	1	0
Rv2335	cysE	Probable serine acetyltransferase CysE (sat)	xu_van_16_vs_xu_van_0	0.88	1	1	0
Rv2336	-	Hypothetical protein	xu_van_16_vs_xu_van_0	0.11	1	1	3
Rv2337c	-	Hypothetical protein	xu_van_16_vs_xu_van_0	0.2	1	1	4
Rv2338c	moeW	Possible molybdopterin biosynthesis protein MoeW	xu_van_16_vs_xu_van_0	0.09	1	1	0
Rv2339	mmpL9	Probable conserved transmembrane transport protein MmpL9	xu_van_16_vs_xu_van_0	0.08	1	1	2
Rv2340c	PE_PGRS39	PE-PGRS family protein PE_PGRS39	xu_van_16_vs_xu_van_0	-0.01	1	1	2
Rv2341	lppQ	Probable conserved lipoprotein LppQ	xu_van_16_vs_xu_van_0	0.1	1	1	2
Rv2342	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.28	1	1	4
Rv2343c	dnaG	Probable DNA primase DnaG	xu_van_16_vs_xu_van_0	0	1	1	0
Rv2344c	dgt	Probable deoxyguanosine triphosphate triphosphohydrolase Dgt (dGTPase) (dGTP triphosphohydrolase)	xu_van_16_vs_xu_van_0	-0.23	1	1	0
Rv2345	-	Possible conserved transmembrane protein	xu_van_16_vs_xu_van_0	0.01	1	1	3
Rv2346c	esxO	Putative ESAT-6 like protein EsxO (ESAT-6 like protein 6)	xu_van_16_vs_xu_van_0	-0.1	1	1	3
Rv2347c	esxP	Putative ESAT-6 like protein EsxP (ESAT-6 like protein 7)	xu_van_16_vs_xu_van_0	-0.75	1	1	3
Rv2348c	-	Hypothetical protein	xu_van_16_vs_xu_van_0	-0.14	1	1	4
Rv2349c	plcC	Probable phospholipase C 3 PlcC	xu_van_16_vs_xu_van_0	-0.01	1	1	0
Rv2350c	plcB	Membrane-associated phospholipase C 2 PlcB	xu_van_16_vs_xu_van_0	-0.03	1	1	0
Rv2351c	plcA	Membrane-associated phospholipase C 1 PlcA (MTP40 antigen)	xu_van_16_vs_xu_van_0	0	1	1	0
Rv2352c	PPE38	PPE family protein PPE38	xu_van_16_vs_xu_van_0	-0.07	1	1	2
Rv2353c	PPE39	PPE family protein PPE39	xu_van_16_vs_xu_van_0	0.14	1	1	2
Rv2354	-	Probable transposase for insertion sequence element IS6110 (fragment)	xu_van_16_vs_xu_van_0	-0.08	1	1	1
Rv2355	-	Probable transposase	xu_van_16_vs_xu_van_0	0.04	1	1	1
Rv2356c	PPE40	PPE family protein PPE40	xu_van_16_vs_xu_van_0	-0.03	1	1	2
Rv2357c	glyS	Probable glycyl-tRNA synthetase GlyS (glycine--tRNA ligase) (GLYRS)	xu_van_16_vs_xu_van_0	0.03	1	1	0
Rv2358	smtB	Probable transcriptional regulatory protein SmtB (probably ArsR-family)	xu_van_16_vs_xu_van_0	-0.59	1	1	0
Rv2359	zur	Probable zinc uptake regulation protein Zur	xu_van_16_vs_xu_van_0	-2.27	0.79268	1	0
Rv2360c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.08	1	1	4
Rv2361c	-	Long (C50) chain Z-isoprenyl diphosphate synthase (Z-decaprenyl diphosphate synthase)	xu_van_16_vs_xu_van_0	0	1	1	2
Rv2362c	recO	Possible DNA repair protein RecO	xu_van_16_vs_xu_van_0	-0.6	1	1	1
Rv2363	amiA2	Probable amidase AmiA2 (aminohydrolase)	xu_van_16_vs_xu_van_0	-1.82	0.43412	1	0
Rv2364c	era	Probable GTP-binding protein Era	xu_van_16_vs_xu_van_0	0.1	1	1	1
Rv2365c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.13	1	1	4
Rv2366c	-	Probable conserved transmembrane protein	xu_van_16_vs_xu_van_0	0.21	1	1	4
Rv2367c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.08	1	1	4
Rv2368c	phoH1	Probable PHOH-like protein PhoH1 (phosphate starvation-inducible protein PSIH)	xu_van_16_vs_xu_van_0	0.08	1	1	1
Rv2369c	-	Hypothetical protein	xu_van_16_vs_xu_van_0	0.23	1	1	4
Rv2370c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.03	1	1	4
Rv2371	PE_PGRS40	PE-PGRS family protein PE_PGRS40	xu_van_16_vs_xu_van_0	0	1	1	2
Rv2372c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.28	1	1	4
Rv2373c	dnaJ2	Probable chaperone protein DnaJ2	xu_van_16_vs_xu_van_0	0	1	1	0
Rv2374c	hrcA	Probable heat shock protein transcriptional repressor HrcA	xu_van_16_vs_xu_van_0	-1.65	0	3	0
Rv2375	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.53	1	1	4
Rv2376c	cfp2	Low molecular weight antigen CFP2 (low molecular weight protein antigen 2) (CFP-2)	xu_van_16_vs_xu_van_0	0.22	1	1	2
Rv2377c	mbtH	Putative conserved protein MbtH	xu_van_16_vs_xu_van_0	-0.13	1	1	1
Rv2378c	mbtG	Lysine-N-oxygenase MbtG (L-lysine 6-monooxygenase) (lysine N6-hydroxylase)	xu_van_16_vs_xu_van_0	0.09	1	1	0
Rv2379c	mbtF	Peptide synthetase MbtF (peptide synthase)	xu_van_16_vs_xu_van_0	0.01	1	1	0
Rv2380c	mbtE	Peptide synthetase MbtE (peptide synthase)	xu_van_16_vs_xu_van_0	0.07	1	1	0
Rv2381c	mbtD	Polyketide synthetase MbtD (polyketide synthase)	xu_van_16_vs_xu_van_0	0.26	1	1	0
Rv2382c	mbtC	Polyketide synthetase MbtC (polyketide synthase)	xu_van_16_vs_xu_van_0	0.03	1	1	0
Rv2383c	mbtB	Phenyloxazoline synthase MbtB (phenyloxazoline synthetase)	xu_van_16_vs_xu_van_0	0	1	1	0
Rv2384	mbtA	Bifunctional enzyme MbtA: salicyl-AMP ligase (SAL-AMP ligase) + salicyl-S-ArCP synthetase	xu_van_16_vs_xu_van_0	-0.05	1	1	0
Rv2385	mbtJ	Putative acetyl hydrolase MbtJ	xu_van_16_vs_xu_van_0	-0.02	1	1	0
Rv2386A	-		xu_van_16_vs_xu_van_0	0.2	1	1	
Rv2386c	mbtI	Isochorismate synthase MbtI	xu_van_16_vs_xu_van_0	0.15	1	1	0
Rv2387	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.06	1	1	4
Rv2388c	hemN	Probable oxygen-independent coproporphyrinogen III oxidase HemN (coproporphyrinogenase) (coprogen oxidase)	xu_van_16_vs_xu_van_0	0.13	1	1	0
Rv2389c	rpfD	Probable resuscitation-promoting factor RpfD	xu_van_16_vs_xu_van_0	0.06	1	1	2
Rv2390c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.07	1	1	4
Rv2391	sirA	Ferredoxin-dependent sulfite reductase SirA	xu_van_16_vs_xu_van_0	-0.25	1	1	0
Rv2392	cysH	Probable 3'-phosphoadenosine 5'-phosphosulfate reductase CysH (PAPS reductase, thioredoxin DEP.) (padops reductase) (3'-phosphoadenylylsulfate reductase) (PAPS sulfotransferase)	xu_van_16_vs_xu_van_0	-4.04	0.01137	2	0
Rv2393	che1	Ferrochelatase Che1	xu_van_16_vs_xu_van_0	-0.21	1	1	2
Rv2394	ggtB	Probable gamma-glutamyltranspeptidase precursor GgtB (gamma-glutamyltransferase) (glutamyl transpeptidase)	xu_van_16_vs_xu_van_0	0.05	1	1	0
Rv2395	-	Probable conserved integral membrane protein	xu_van_16_vs_xu_van_0	-0.02	1	1	3
Rv2395A	aprA	Acid and phagosome regulated protein A AprA	xu_van_16_vs_xu_van_0	-0.27	1	1	
Rv2395B	aprB	Acid and phagosome regulated protein B AprB	xu_van_16_vs_xu_van_0	0.03	1	1	
Rv2396	PE_PGRS41	PE-PGRS family protein PE_PGRS41	xu_van_16_vs_xu_van_0	0	1	1	2
Rv2397c	cysA1	Sulfate-transport ATP-binding protein ABC transporter CysA1	xu_van_16_vs_xu_van_0	0.62	1	1	0
Rv2398c	cysW	Probable sulfate-transport integral membrane protein ABC transporter CysW	xu_van_16_vs_xu_van_0	0.18	1	1	0
Rv2399c	cysT	Probable sulfate-transport integral membrane protein ABC transporter CysT	xu_van_16_vs_xu_van_0	0.31	1	1	0
Rv2400c	subI	Probable sulfate-binding lipoprotein SubI	xu_van_16_vs_xu_van_0	-1.82	0.00621	3	0
Rv2401	-	Hypothetical protein	xu_van_16_vs_xu_van_0	-0.17	1	1	4
Rv2401A	-	Possible conserved membrane protein	xu_van_16_vs_xu_van_0	0	1	1	3
Rv2402	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.05	1	1	3
Rv2403c	lppR	Probable conserved lipoprotein LppR	xu_van_16_vs_xu_van_0	0.46	1	1	2
Rv2404c	lepA	Probable GTP-binding protein LepA (GTP-binding elongation factor)	xu_van_16_vs_xu_van_0	0.42	1	1	0
Rv2405	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.27	1	1	4
Rv2406c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.22	1	1	4
Rv2407	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.02	1	1	4
Rv2408	PE24	Possible PE family-related protein PE24	xu_van_16_vs_xu_van_0	0.06	1	1	2
Rv2409c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.04	1	1	3
Rv2410c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.16	1	1	4
Rv2411c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.03	1	1	4
Rv2412	rpsT	30S ribosomal protein S20 RpsT	xu_van_16_vs_xu_van_0	0	1	1	0
Rv2413c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0	1	1	3
Rv2414c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.02	1	1	4
Rv2415c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.05	1	1	3
Rv2416c	eis	Enhanced intracellular survival protein Eis,GCN5-related N-acetyltransferase	xu_van_16_vs_xu_van_0	-0.15	1	1	3
Rv2417c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.1	1	1	4
Rv2418c	-	hypothetical protein	xu_van_16_vs_xu_van_0	1.41	0.46219	1	2
Rv2419c	gpgP	Glucosyl-3-phosphoglycerate phosphatase GpgP	xu_van_16_vs_xu_van_0	0.44	1	1	0
Rv2420c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.61	1	1	4
Rv2421c	nadD	Probable nicotinate-nucleotide adenylyltransferase NadD (deamido-NAD(+) pyrophosphorylase) (deamido-NAD(+) diphosphorylase) (nicotinate mononucleotide adenylyltransferase) (NAMN adenylyltransferase)	xu_van_16_vs_xu_van_0	0	1	1	1
Rv2422	-	Hypothetical protein	xu_van_16_vs_xu_van_0	-0.04	1	1	4
Rv2423	-	Hypothetical protein	xu_van_16_vs_xu_van_0	0.05	1	1	4
Rv2424c	-	Probable transposase	xu_van_16_vs_xu_van_0	0.24	1	1	1
Rv2425c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.01	1	1	4
Rv2426c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.14	1	1	4
Rv2427Ac	-		xu_van_16_vs_xu_van_0	0	1	1	
Rv2427c	proA	Probable gamma-glutamyl phosphate reductase protein ProA (GPR) (glutamate-5-semialdehyde dehydrogenase) (glutamyl-gamma-semialdehyde dehydrogenase)	xu_van_16_vs_xu_van_0	-0.25	1	1	0
Rv2428	ahpC	Alkyl hydroperoxide reductase C protein AhpC (alkyl hydroperoxidase C)	xu_van_16_vs_xu_van_0	0.37	1	1	0
Rv2429	ahpD	Alkyl hydroperoxide reductase D protein AhpD (alkyl hydroperoxidase D)	xu_van_16_vs_xu_van_0	0.23	1	1	1
Rv2430c	PPE41	PPE family protein PPE41	xu_van_16_vs_xu_van_0	-0.17	1	1	2
Rv2431c	PE25	PE family protein PE25	xu_van_16_vs_xu_van_0	-0.01	1	1	2
Rv2432c	-	Hypothetical protein	xu_van_16_vs_xu_van_0	0.09	1	1	4
Rv2433c	-	Hypothetical protein	xu_van_16_vs_xu_van_0	0.01	1	1	4
Rv2434c	-	Probable conserved transmembrane protein	xu_van_16_vs_xu_van_0	0.12	1	1	2
Rv2435c	-	Probable cyclase (adenylyl-or guanylyl-)(adenylate-or guanylate-)	xu_van_16_vs_xu_van_0	0.21	1	1	2
Rv2436	rbsK	Ribokinase RbsK	xu_van_16_vs_xu_van_0	-0.03	1	1	0
Rv2437	-	Conserved transmembrane protein	xu_van_16_vs_xu_van_0	0.2	1	1	3
Rv2438A	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.06	1	1	3
